,college,dateOfBirth,firstName,height,highSchool,hometown,instagramHandle,lastName,playerId,position,team,twitterHandle,weight,stats
000344,Loyola,1995-08-12T00:00:00.000Z,Foster,5’10,Episcopal School of Dallas,"Dallas, TX",foster_huggins20,Huggins,000344,Defense,Whipsnakes,foster_huggins,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000344', 'TeamId': 'WHP', 'Jersey': '', 'FirstName': 'Foster', 'LastName': 'Huggins', 'Position': 'Defense', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000371,UMass,,Isaac,5'7,Staples,"Westport, CT",,Paparo,000371,Defense,Whipsnakes,,170,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000371', 'TeamId': 'WHP', 'Jersey': '43', 'FirstName': 'Isaac', 'LastName': 'Paparo', 'Position': 'LSM', 'GamesPlayed': '5', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '100.0', 'GroundBalls': '5', 'Turnovers': '2', 'CauseTurnovers': '3', 'FaceoffsWon': '2', 'Faceoffs': '10', 'FaceoffsPercentage': '20.0', 'FaceoffsWon_Lost': '2-8', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 1, 'OnePointShotPercentage': '100.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000345,Maryland,1989-09-17T00:00:00.000Z,Jake,6’0,Lake Brantley High School,"Longwood, FL",jak3bernhardt,Bernhardt,000345,Midfield,Whipsnakes,jak3bernhardt,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000345', 'TeamId': 'WHP', 'Jersey': '83', 'FirstName': 'Jake', 'LastName': 'Bernhardt', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '5', 'Assists': '2', 'Points': '7', 'TwoPointers': '0', 'Shots': '20', 'ShotsOnGoal': '13', 'ShotPercentage': '25.0', 'GroundBalls': '7', 'Turnovers': '6', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '1', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-1', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 3, 'TwoPointGoals': 0, 'OnePointShots': 17, 'OnePointGoals': 5, 'OnePointShotPercentage': '29.4', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000346,Maryland,1992-03-12T00:00:00.000Z,Jay,6’0,St. Paul's School,"Baltimore, MD",jcarl32,Carlson,000346,Attack,Whipsnakes,juicyj32_,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000346', 'TeamId': 'WHP', 'Jersey': '32', 'FirstName': 'Jay', 'LastName': 'Carlson', 'Position': 'Attack', 'GamesPlayed': '4', 'Goals': '3', 'Assists': '2', 'Points': '5', 'TwoPointers': '0', 'Shots': '12', 'ShotsOnGoal': '8', 'ShotPercentage': '25.0', 'GroundBalls': '5', 'Turnovers': '1', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 12, 'OnePointGoals': 3, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000347,Maryland,1986-02-10T00:00:00.000Z,Jeff,6’0,Calvert Hall,"Bel Air, MD",jeffreynolds21,Reynolds,000347,Midfield,Whipsnakes,j_reynolds21,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000347', 'TeamId': 'WHP', 'Jersey': '21', 'FirstName': 'Jeff', 'LastName': 'Reynolds', 'Position': 'Midfield', 'GamesPlayed': '1', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '1', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000348,Maryland,1987-04-06T00:00:00.000Z,Jeremy,6’3,McDonogh School,"Las Vegas, NV",jeremysieverts,Sieverts,000348,Midfield,Whipsnakes,jeremysieverts,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000348', 'TeamId': 'WHP', 'Jersey': '14', 'FirstName': 'Jeremy', 'LastName': 'Sieverts', 'Position': 'Midfield', 'GamesPlayed': '4', 'Goals': '3', 'Assists': '1', 'Points': '4', 'TwoPointers': '0', 'Shots': '10', 'ShotsOnGoal': '5', 'ShotPercentage': '30.0', 'GroundBalls': '0', 'Turnovers': '2', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 10, 'OnePointGoals': 3, 'OnePointShotPercentage': '30.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000349,Maryland,1993-05-15T00:00:00.000Z,Joe,5’9,St. Anthonys,"Lindenhurst, NY",joelocascio5,Locascio,000349,Midfield,Whipsnakes,jo_lo5,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000349', 'TeamId': 'WHP', 'Jersey': '5', 'FirstName': 'Joe', 'LastName': 'Locascio', 'Position': 'M', 'GamesPlayed': '8', 'Goals': '3', 'Assists': '2', 'Points': '5', 'TwoPointers': '0', 'Shots': '23', 'ShotsOnGoal': '9', 'ShotPercentage': '13.0', 'GroundBalls': '2', 'Turnovers': '4', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 5, 'TwoPointGoals': 0, 'OnePointShots': 18, 'OnePointGoals': 3, 'OnePointShotPercentage': '16.6', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000372,Maryland,,John,,Chapel Hill,"Palmyra, PA",,Haus,000372,Midfield,Whipsnakes,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000372', 'TeamId': 'WHP', 'Jersey': '26', 'FirstName': 'John', 'LastName': 'Haus', 'Position': 'M', 'GamesPlayed': '8', 'Goals': '8', 'Assists': '4', 'Points': '13', 'TwoPointers': '1', 'Shots': '31', 'ShotsOnGoal': '15', 'ShotPercentage': '25.8', 'GroundBalls': '8', 'Turnovers': '3', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 5, 'TwoPointGoals': 1, 'OnePointShots': 26, 'OnePointGoals': 7, 'OnePointShotPercentage': '26.9', 'TwoPointShotPercentage': '20.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000350,Rutgers,1993-05-11T00:00:00.000Z,Joseph,5’10,Cazenovia,"Cazenovia, NY",jnardss,Nardella,000350,Faceoff,Whipsnakes,jnardss,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000350', 'TeamId': 'WHP', 'Jersey': '91', 'FirstName': 'Joseph', 'LastName': 'Nardella', 'Position': 'FO', 'GamesPlayed': '10', 'Goals': '6', 'Assists': '6', 'Points': '12', 'TwoPointers': '0', 'Shots': '15', 'ShotsOnGoal': '9', 'ShotPercentage': '40.0', 'GroundBalls': '72', 'Turnovers': '8', 'CauseTurnovers': '4', 'FaceoffsWon': '127', 'Faceoffs': '234', 'FaceoffsPercentage': '54.2', 'FaceoffsWon_Lost': '127-107', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 15, 'OnePointGoals': 6, 'OnePointShotPercentage': '40.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000214,University of Pennsylvania,1992-08-05T00:00:00.000Z,Joseph,5’11,Haverford School,"Narberth, PA",joemccallion,McCallion,000214,Midfield,Whipsnakes,joe_mccallion,205,"[{'playerId': '000214', 'TeamId': 'ARC', 'Jersey': '33', 'FirstName': 'Joseph', 'LastName': 'McCallion', 'GamesPlayed': '1', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000352,Maryland,1991-04-07T00:00:00.000Z,Kevin,6’4,Spalding,"Crofton, MD",Kcoop41,Cooper,000352,Midfield,Whipsnakes,,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000352', 'TeamId': 'WHP', 'Jersey': '', 'FirstName': 'Kevin', 'LastName': 'Cooper', 'Position': 'Midfield', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000353,Maryland,1992-07-07T00:00:00.000Z,Kyle,5’10,Western Reserve Academy,"Akron, OH",kbernlohr35,Bernlohr,000353,Goalie,Whipsnakes,kbernlohr35,175,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000353', 'TeamId': 'WHP', 'Jersey': '35', 'FirstName': 'Kyle', 'LastName': 'Bernlohr', 'Position': 'G', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '14', 'Turnovers': '5', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '131', 'SavePercentage': '55.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 113, 'GAA': '11.4'}]"
000354,Maryland,1994-07-25T00:00:00.000Z,Matt,5'10,LaSalle College High School,"Glenside, PA",rattmambo,Rambo,000354,Attack,Whipsnakes,,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000354', 'TeamId': 'WHP', 'Jersey': '9', 'FirstName': 'Matt', 'LastName': 'Rambo', 'Position': 'A', 'GamesPlayed': '10', 'Goals': '19', 'Assists': '23', 'Points': '42', 'TwoPointers': '0', 'Shots': '66', 'ShotsOnGoal': '34', 'ShotPercentage': '28.7', 'GroundBalls': '9', 'Turnovers': '20', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 66, 'OnePointGoals': 19, 'OnePointShotPercentage': '28.7', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000355,Maryland,1993-10-26T00:00:00.000Z,Matthew,6’3,Loyola Blakefield,"Baltimore, MD",matt_dunn33,Dunn,000355,Defense,Whipsnakes,imdunntweeting,225,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000355', 'TeamId': 'WHP', 'Jersey': '33', 'FirstName': 'Matthew', 'LastName': 'Dunn', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '15', 'Turnovers': '6', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000356,Maryland,1992-01-07T00:00:00.000Z,Michael,6’5,Chaminade High School,"Westbury, NY",Airheart12,Ehrhardt,000356,Defense,Whipsnakes,Airheart12,220,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000356', 'TeamId': 'WHP', 'Jersey': '28', 'FirstName': 'Michael', 'LastName': 'Ehrhardt', 'Position': 'LSM', 'GamesPlayed': '9', 'Goals': '5', 'Assists': '5', 'Points': '13', 'TwoPointers': '3', 'Shots': '20', 'ShotsOnGoal': '14', 'ShotPercentage': '25.0', 'GroundBalls': '25', 'Turnovers': '2', 'CauseTurnovers': '6', 'FaceoffsWon': '4', 'Faceoffs': '12', 'FaceoffsPercentage': '33.3', 'FaceoffsWon_Lost': '4-8', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 13, 'TwoPointGoals': 3, 'OnePointShots': 7, 'OnePointGoals': 2, 'OnePointShotPercentage': '28.5', 'TwoPointShotPercentage': '23.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000357,Maryland,1990-05-22T00:00:00.000Z,Mike,5’11,St. Anthony's,"East Setauket, NY",mike_chanenchuk,Chanenchuk,000357,Midfield,Whipsnakes,m_channy,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000357', 'TeamId': 'WHP', 'Jersey': '1', 'FirstName': 'Mike', 'LastName': 'Chanenchuk', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '15', 'Assists': '4', 'Points': '26', 'TwoPointers': '7', 'Shots': '65', 'ShotsOnGoal': '31', 'ShotPercentage': '23.0', 'GroundBalls': '2', 'Turnovers': '11', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 24, 'TwoPointGoals': 7, 'OnePointShots': 41, 'OnePointGoals': 8, 'OnePointShotPercentage': '19.5', 'TwoPointShotPercentage': '29.1', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000358,Towson,1995-05-08T00:00:00.000Z,Ryan,6’0,Westminster High School,"Finksburg, MD",ryandrenner,Drenner,000358,Attack,Whipsnakes,ChefBoy_RD_,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000358', 'TeamId': 'WHP', 'Jersey': '22', 'FirstName': 'Ryan', 'LastName': 'Drenner', 'Position': 'A', 'GamesPlayed': '10', 'Goals': '19', 'Assists': '1', 'Points': '21', 'TwoPointers': '1', 'Shots': '61', 'ShotsOnGoal': '37', 'ShotPercentage': '31.1', 'GroundBalls': '10', 'Turnovers': '6', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 2, 'TwoPointGoals': 1, 'OnePointShots': 59, 'OnePointGoals': 18, 'OnePointShotPercentage': '30.5', 'TwoPointShotPercentage': '50.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000359,Maryland,1995-08-23T00:00:00.000Z,Tim,6’2,Chaminade High School,"Garden City, NY",tmuller36,Muller,000359,Defense,Whipsnakes,timmuller36,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000359', 'TeamId': 'WHP', 'Jersey': '36', 'FirstName': 'Tim', 'LastName': 'Muller', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '100.0', 'GroundBalls': '19', 'Turnovers': '1', 'CauseTurnovers': '6', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 1, 'OnePointShotPercentage': '100.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000360,Maryland,1995-09-27T00:00:00.000Z,Tim,6’1,Shoreham-Wading River,"Wading River, NY",timrotanz,Rotanz,000360,Midfield,Whipsnakes,timrotanz,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000360', 'TeamId': 'WHP', 'Jersey': '20', 'FirstName': 'Tim', 'LastName': 'Rotanz', 'Position': 'Midfield', 'GamesPlayed': '4', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '2', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '2', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 2, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000361,Yale,1996-04-18T00:00:00.000Z,Tyler,6’0,Baldwin Senior High School,"Baldwin, NY",_tywarner5,Warner,000361,Midfield,Whipsnakes,_tywarner5,205,
